formattedAddress,location,rating,displayName,latitude,longitude,address
"757 St Nicholas Ave, New York, NY 10031, USA","{'latitude': 40.8261714, 'longitude': -73.9435598}",3.8,"{'text': 'New Golden Empire', 'languageCode': 'en'}",40.826055917227,-73.943321498412,757 St Nicholas Avenue
"143 8th Ave, New York, NY 10011, USA","{'latitude': 40.7418208, 'longitude': -74.00125919999999}",4.3,"{'text': 'Som Bo', 'languageCode': 'en'}",40.741745617836,-74.001057357126,144 8 Avenue
"143 8th Ave, New York, NY 10011, USA","{'latitude': 40.7418208, 'longitude': -74.00125919999999}",3.5,"{'text': 'Lean Harvest', 'languageCode': 'en'}",40.741745617836,-74.001057357126,144 8 Avenue
"645 W 184th St, New York, NY 10033, USA","{'latitude': 40.8518345, 'longitude': -73.93393960000002}",5.0,"{'text': 'DONplinada', 'languageCode': 'en'}",40.851785674412,-73.934132555298,662 West  184 Street
"3438 Jerome Ave #2, Bronx, NY 10467, USA","{'latitude': 40.8812508, 'longitude': -73.88252539999999}",5.0,"{'text': 'Bronx Food Delivery', 'languageCode': 'en'}",40.881445390488,-73.882678682477,3428 Jerome Avenue
"1582 York Ave, New York, NY 10028, USA","{'latitude': 40.774128, 'longitude': -73.9481746}",4.9,"{'text': 'Gazette Restaurant & Wine Bar', 'languageCode': 'en'}",40.774116704888,-73.948431391612,1578 York Ave
"1580 York Ave, New York, NY 10028, USA","{'latitude': 40.7740435, 'longitude': -73.94818269999999}",4.1,"{'text': 'Lucky Dragon', 'languageCode': 'en'}",40.774116704888,-73.948431391612,1578 York Ave
"1580 York Ave, New York, NY 10028, USA","{'latitude': 40.7740663, 'longitude': -73.94828079999999}",4.5,"{'text': 'Bestway Kitchen百味厨房', 'languageCode': 'en'}",40.774116704888,-73.948431391612,1578 York Ave
"1580 York Ave, New York, NY 10028, USA","{'latitude': 40.774065500000006, 'longitude': -73.9482244}",4.1,"{'text': 'Charley Mom', 'languageCode': 'en'}",40.774116704888,-73.948431391612,1578 York Ave
"160 8th Ave, New York, NY 10011, USA","{'latitude': 40.742091599999995, 'longitude': -74.00059379999999}",4.8,"{'text': 'Da Andrea Chelsea', 'languageCode': 'en'}",40.742154589856,-74.000757837422,160 8 Avenue
"158 8th Ave, New York, NY 10011, USA","{'latitude': 40.7420063, 'longitude': -74.0005754}",4.4,"{'text': 'Rangoon - Chelsea', 'languageCode': 'en'}",40.742154589856,-74.000757837422,160 8 Avenue
"81 Division St, New York, NY 10002, USA","{'latitude': 40.7141916, 'longitude': -73.99374759999999}",4.6,"{'text': 'Fong On', 'languageCode': 'en'}",40.714303286953,-73.993809983219,88 Division Street
"88 Division St, New York, NY 10002, USA","{'latitude': 40.7144171, 'longitude': -73.9937028}",4.2,"{'text': 'Lian Jiang', 'languageCode': 'en'}",40.714303286953,-73.993809983219,88 Division Street
"81 Division St, New York, NY 10002, USA","{'latitude': 40.714207699999996, 'longitude': -73.9937437}",2.8,"{'text': 'Hong an', 'languageCode': 'en'}",40.714303286953,-73.993809983219,88 Division Street
"Division St, New York, NY 10002, USA","{'latitude': 40.714357899999996, 'longitude': -73.99400159999999}",5.0,"{'text': 'Peeskill Barbeque', 'languageCode': 'en'}",40.714303286953,-73.993809983219,88 Division Street
"1844 Amsterdam Ave, New York, NY 10031, USA","{'latitude': 40.829288, 'longitude': -73.94487629999999}",4.6,"{'text': 'Uptown Squeeze | Healthy Fresh Juice, Smoothie & Salad in Manhattan, NYC', 'languageCode': 'en'}",40.829180107097,-73.944706406458,1841 Amsterdam Avenue
"70 Hester St, New York, NY 10002, USA","{'latitude': 40.7159583, 'longitude': -73.991598}",4.5,"{'text': 'MJ (Manny Janeth) Café', 'languageCode': 'en'}",40.716029589911,-73.991385696728,68 Hester Street
